No.species	Species	Ploidy	Accession name	Order	Family	Clade
1	Abeliophyllum distichum	-	-	Lamiales	Oleaceae	Abeliophyllum
2	Abelmoschus esculentus	-	cultivar 'Wufu'	Malvales	Malvaceae	Abelmoschus
3	Abies alba	diploid	-	Pinales	Pinaceae	Abies
4	Abrus cantoniensis	-	cultivar: JGC-3	Fabales	Fabaceae	Abrus
5	Abrus precatorius	-	-	Fabales	Fabaceae	Abrus
6	Acacia confusa	diploid	Taiwan Acacia	Fabales	Fabaceae	Acacia
7	Acacia crassicarpa	diploid	Acra3RX	Fabales	Fabaceae	Acacia
7	Acacia crassicarpa	tetraploid	transformable northern wattle	Fabales	Fabaceae	Acacia
8	Acacia pycnantha	-	-	Fabales	Fabaceae	Acacia
9	Acanthochlamys bracteata	diploid	-	Pandanales	Velloziaceae	Acanthochlamys
9	Acanthochlamys bracteata	tetraploid	-	Pandanales	Velloziaceae	Acanthochlamys
10	Acer catalpifolium	diploid	-	Sapindales	Sapindaceae	Acer
11	Acer negundo	diploid	-	Sapindales	Sapindaceae	Acer
11	Acer negundo	-	box elder	Sapindales	Sapindaceae	Acer
12	Acer palmatum	diploid	-	Sapindales	Sapindaceae	Acer
13	Acer pentaphyllum	diploid	-	Sapindales	Sapindaceae	Acer
14	Acer pseudosieboldianum	diploid	-	Sapindales	Sapindaceae	Acer
15	Acer rubrum	hexaploid	-	Sapindales	Sapindaceae	Acer
16	Acer saccharum	-	-	Sapindales	Sapindaceae	Acer
16	Acer saccharum	-	sugar maple	Sapindales	Sapindaceae	Acer
17	Acer truncatum	-	-	Sapindales	Sapindaceae	Acer
18	Acer yangbiense	-	-	Sapindales	Sapindaceae	Acer
19	Achnatherum splendens	-	-	Poales	Poaceae	Achnatherum
20	Aconitum vilmorinianum	-	-	Ranunculales	Ranunculaceae	Aconitum
21	Acorus gramineus	diploid	JQP20200401GX	Acorales	Acoraceae	Acorus
22	Acorus tatarinowii	diploid	-	Acorales	Acoraceae	Acorus
23	Actinidia arguta	tetraploid	var. hypoleuca	Ericales	Actinidiaceae	Actinidia
23	Actinidia arguta	diploid	-	Ericales	Actinidiaceae	Actinidia
23	Actinidia arguta	diploid	-	Ericales	Actinidiaceae	Actinidia
23	Actinidia arguta	diploid	-	Ericales	Actinidiaceae	Actinidia
23	Actinidia arguta	diploid	-	Ericales	Actinidiaceae	Actinidia
23	Actinidia arguta	tetraploid	-	Ericales	Actinidiaceae	Actinidia
24	Actinidia chinensis	diploid	Hongyang	Ericales	Actinidiaceae	Actinidia
24	Actinidia chinensis	diploid	Red5	Ericales	Actinidiaceae	Actinidia
24	Actinidia chinensis	diploid	update Hongyang	Ericales	Actinidiaceae	Actinidia
24	Actinidia chinensis	diploid	cv. 'Hongyang';(improved;Hongyang v4.0);HY4P(haplotypes)	Ericales	Actinidiaceae	Actinidia
24	Actinidia chinensis	diploid	cv. 'Hongyang';(improved;Hongyang v4.0);HY4A(haplotypes)	Ericales	Actinidiaceae	Actinidia
24	Actinidia chinensis	diploid	var. 'Donghong'	Ericales	Actinidiaceae	Actinidia
24	Actinidia chinensis	diploid	var. deliciosa	Ericales	Actinidiaceae	Actinidia
24	Actinidia chinensis	diploid	-	Ericales	Actinidiaceae	Actinidia
24	Actinidia chinensis	diploid	-	Ericales	Actinidiaceae	Actinidia
24	Actinidia chinensis	diploid	-	Ericales	Actinidiaceae	Actinidia
24	Actinidia chinensis	diploid	-	Ericales	Actinidiaceae	Actinidia
24	Actinidia chinensis	diploid	-	Ericales	Actinidiaceae	Actinidia
24	Actinidia chinensis	diploid	-	Ericales	Actinidiaceae	Actinidia
24	Actinidia chinensis	diploid	-	Ericales	Actinidiaceae	Actinidia
24	Actinidia chinensis	diploid	-	Ericales	Actinidiaceae	Actinidia
24	Actinidia chinensis	diploid	-	Ericales	Actinidiaceae	Actinidia
24	Actinidia chinensis	diploid	-	Ericales	Actinidiaceae	Actinidia
24	Actinidia chinensis	diploid	-	Ericales	Actinidiaceae	Actinidia
24	Actinidia chinensis	diploid	-	Ericales	Actinidiaceae	Actinidia
25	Actinidia eriantha	diploid	-	Ericales	Actinidiaceae	Actinidia
25	Actinidia eriantha	hexaploid	-	Ericales	Actinidiaceae	Actinidia
26	Actinidia hemsleyana	diploid	CYMHT	Ericales	Actinidiaceae	Actinidia
27	Actinidia latifolia	diploid	Kuoye	Ericales	Actinidiaceae	Actinidia
28	Actinidia polygama	hexaploid	male	Ericales	Actinidiaceae	Actinidia
29	Actinidia rufa	-	male	Ericales	Actinidiaceae	Actinidia
30	Actinidia zhejiangensis	diploid	ZJMHT	Ericales	Actinidiaceae	Actinidia
31	Adansonia digitata	tetraploid	Baobab	Malvales	Malvaceae	Adansonia
31	Adansonia digitata	tetraploid	Baobab	Malvales	Malvaceae	Adansonia
31	Adansonia digitata	tetraploid	Baobab	Malvales	Malvaceae	Adansonia
31	Adansonia digitata	tetraploid	Baobab	Malvales	Malvaceae	Adansonia
31	Adansonia digitata	tetraploid	Baobab	Malvales	Malvaceae	Adansonia
32	Adenophora triphylla	-	Japanese Lady Bell	Asterales	Campanulaceae	Adenophora
33	Adenosma buchneroides	-	-	Lamiales	Plantaginaceae	Adenosma
34	Adiantum capillus-veneris	diploid	-	Polypodiales	Pteridaceae	Adiantum
35	Adiantum nelumboides	-	-	Polypodiales	Pteridaceae	Adiantum
36	Aechmea fasciata	diploid	-	Poales	Bromeliaceae	Aechmea
37	Aegiceras corniculatum	hexaploid	-	Ericales	Primulaceae	Aegiceras
37	Aegiceras corniculatum	-	-	Ericales	Primulaceae	Aegiceras
37	Aegiceras corniculatum	diploid	-	Ericales	Primulaceae	Aegiceras
38	Aegilops bicornis	diploid	TB01	Poales	Poaceae	Aegilops
39	Aegilops comosa	diploid	-	Myrtales	Myrtaceae	Aegilops
40	Aegilops longissima	diploid	TL05	Poales	Poaceae	Aegilops
41	Aegilops muticum	hexaploid	2130012 (JIC)	Poales	Poaceae	Aegilops
42	Aegilops searsii	diploid	searsii	Poales	Poaceae	Aegilops
43	Aegilops sharonensis	diploid	TH02	Poales	Poaceae	Aegilops
43	Aegilops sharonensis	diploid	AS_1644	Poales	Poaceae	Aegilops
44	Aegilops speltoides	diploid	TS01	Poales	Poaceae	Aegilops
44	Aegilops speltoides	diploid	AEG-9674-1	Poales	Poaceae	Aegilops
44	Aegilops speltoides	diploid	ssp. speltoides (Y2032)	Poales	Poaceae	Aegilops
44	Aegilops speltoides	hexaploid	rye	Poales	Triticeae; Poaceae	Aegilops
45	Aegilops tauschii	diploid	-	Poales	Poaceae	Aegilops
45	Aegilops tauschii	diploid	update	Poales	Poaceae	Aegilops
45	Aegilops tauschii	diploid	subsp. tauschii XJ02	Poales	Poaceae	Aegilops
45	Aegilops tauschii	diploid	subsp. tauschii AY17	Poales	Poaceae	Aegilops
45	Aegilops tauschii	diploid	subsp. strangulata T093	Poales	Poaceae	Aegilops
45	Aegilops tauschii	diploid	subsp. strangulata AY61	Poales	Poaceae	Aegilops
45	Aegilops tauschii	diploid	AL8/78 (Aet v5.0: improved)	Poales	Poaceae	Aegilops
46	Aegilops umbellulata	diploid	TA1851	Poales	Poaceae	Aegilops
46	Aegilops umbellulata	diploid	-	Poales	Poaceae	Aegilops
47	Aegle marmelos	diploid	-	Sapindales	Rutaceae	Aegle
48	Aeonium arboreum	triploid	Velour	Saxifragales	Crassulaceae	Aeonium
49	Aeschynomene evenia	-	-	Fabales	Fabaceae	Aeschynomene
49	Aeschynomene evenia	diploid	CIAT22838	Fabales	Fabaceae	Aeschynomene
50	Aesculus wilsonii	diploid	-	Sapindales	Sapindaceae	Aesculus
51	Aethionema arabicum	-	Arabian rock mustard	Brassicales	Brassicaceae	Aethionema
51	Aethionema arabicum	diploid	update	Brassicales	Brassicaceae	Aethionema
52	Agapanthus africanus	tetraploid	-	Asparagales	Amaryllidaceae	Agapanthus
53	Agastache rugosa	diploid	AG34	Lamiales	Lamiaceae	Agastache
54	Agave hybrid NO.11648	diploid	-	Asparagales	Asparagaceae	Agave hybrid
55	Ajuga decumbens	diploid	-	Lamiales	Lamiaceae	Ajuga
56	Akebia trifoliata	diploid	subsp. australis	Ranunculales	Lardizabalaceae	Akebia
56	Akebia trifoliata	diploid	Shusen1	Ranunculales	Lardizabalaceae	Akebia
57	Albizia julibrissin	-	silk tree	Fabales	Fabaceae	Albizia
58	Aldrovanda vesiculosa	-	-	Caryophyllales	Droseraceae	Aldrovanda
59	Algal Strain CCCryo 101-99	haploid	-	-	-	-
60	Alliaria petiolata	-	-	Brassicales	Brassicaceae	Alliaria
61	Allium cepa	diploid	DHCU066619	Asparagales	Amaryllidaceae	Allium
61	Allium cepa	diploid	-	Asparagales	Amaryllidaceae	Allium
62	Allium fistulosum	-	SXSJC	Asparagales	Amaryllidaceae	Allium
62	Allium fistulosum	diploid	-	Asparagales	Amaryllidaceae	Allium
63	Allium sativum	diploid	-	Asparagales	Amaryllidaceae	Allium
63	Allium sativum	diploid	-	Asparagales	Amaryllidaceae	Allium
64	Alloteropsis semialata	-	-	Poales	Poaceae	Alloteropsis
65	Alnus glutinosa	tetraploid	-	Fagales	Betulaceae	Alnus
66	Alnus rubra	diploid	clone 639	Fagales	Betulaceae	Alnus
67	Aloe vera	diploid	-	Asparagales	Asphodelaceae	Aloe
68	Alopecurus aequalis	-	shortawn foxtail ; orange foxtail	Poales	Poaceae	Alopecurus
69	Alopecurus myosuroides	diploid	-	Poales	Poaceae	Alopecurus
70	Alpinia nigra	tetraploid	-	Zingiberales	Zingiberaceae	Alpinia
71	Alpinia oxyphylla	-	cultivar “changyuanguo	Zingiberales	Zingiberaceae	Alpinia
72	Alsophila spinulosa	diploid	-	Cyatheales	Cyatheaceae	Alsophila
73	Alstonia scholaris	diploid	-	Gentianales	Apocynaceae	Alstonia
74	Amaranthus cruentus	diploid	Arusha	Caryophyllales	Amaranthaceae	Amaranthus
75	Amaranthus hybridus	diploid	haplotype	Caryophyllales	Amaranthaceae	Amaranthus
76	Amaranthus hypochondriacus	diploid	AhKP	Caryophyllales	Amaranthaceae	Amaranthus
76	Amaranthus hypochondriacus	tetraploid	cultivar Plainsman (PI 558499)	Caryophyllales	Amaranthaceae	Amaranthus
76	Amaranthus hypochondriacus	diploid	update cultivar Plainsman (PI 558499)	Caryophyllales	Amaranthaceae	Amaranthus
77	Amaranthus palmeri	-	-	Caryophyllales	Amaranthaceae	Amaranthus
78	Amaranthus tricolor	diploid	cv. Red	Caryophyllales	Amaranthaceae	Amaranthus
79	Amaranthus tuberculatus	-	-	Caryophyllales	Amaranthaceae	Amaranthus
80	Amborella trichopoda	-	-	Amborellales	Amborellaceae	Amborella
80	Amborella trichopoda	-	-	Amborellales	Amborellaceae	Amborella
80	Amborella trichopoda	-	-	Amborellales	Amborellaceae	Amborella
81	Ambrosia artemisiifolia	diploid	-	Asterales	Asteraceae	Ambrosia
82	Ambrosia trifida	diploid	giant ragweed	Asterales	Asteraceae	Ambrosia
82	Ambrosia trifida	diploid	giant ragweed	Asterales	Asteraceae	Ambrosia
82	Ambrosia trifida	diploid	-	Asterales	Asteraceae	Ambrosia
83	Ammopiptanthus mongolicus	diploid	-	Fabales	Fabaceae	Ammopiptanthus
84	Ammopiptanthus nanus	-	-	Fabales	Fabaceae	Ammopiptanthus
85	Amomum tsao-ko	tetraploid	-	Zingiberales	Zingiberaceae	Amomum
85	Amomum tsao-ko	-	-	Zingiberales	Zingiberaceae	Amomum
86	Amorphophallus konjac	diploid	-	Alismatales	Araceae	Amorphophallus
87	Ampelocalamus luodianensis	-	-	Poales	Poaceae	Ampelocalamus
88	Amphicarpaea edgeworthii	-	-	Fabales	Fabaceae	Amphicarpaea
89	Anacardium occidentale	diploid	cultivar Bhaskara	Sapindales	Anacardiaceae	Anacardium
90	Ananas bracteatus	diploid	-	Poales	Bromeliaceae	Ananas
91	Ananas comosus	diploid	F153	Poales	Bromeliaceae	Ananas
91	Ananas comosus	diploid	MD2	Poales	Bromeliaceae	Ananas
91	Ananas comosus	diploid	MD2 v2 P1 (phased 1; improved)	Poales	Bromeliaceae	Ananas
91	Ananas comosus	diploid	MD2 v2 P0 (phased 0; improved)	Poales	Bromeliaceae	Ananas
91	Ananas comosus	diploid	var. bracteatus f. tricolor (GL1)	Poales	Bromeliaceae	Ananas
91	Ananas comosus	diploid	Yugafu (phase0 )	Poales	Bromeliaceae	Ananas
91	Ananas comosus	diploid	Yugafu (phase1)	Poales	Bromeliaceae	Ananas
91	Ananas comosus	diploid	HI101	Poales	Bromeliaceae	Ananas
91	Ananas comosus	diploid	HI101	Poales	Bromeliaceae	Ananas
91	Ananas comosus	diploid	Cream pineapple	Poales	Bromeliaceae	Ananas
91	Ananas comosus	diploid	Cream pineapple	Poales	Bromeliaceae	Ananas
91	Ananas comosus	haploid	Pineapple	Poales	Bromeliaceae	Ananas
92	Anastatica hierochuntica	-	-	Brassicales	Brassicaceae	Anastatica
93	Ancylonema nordenskiöldii	-	glacier alga	-	-	-
94	Andrographis paniculata	-	Andrographis	Lamiales	Acanthaceae	Andrographis
94	Andrographis paniculata	-	Andrographis	Lamiales	Acanthaceae	Andrographis
95	Angelica sinensis	-	-	Apiales	Apiaceae	Angelica
96	Angophora  floribunda	-	-	Myrtales	Myrtaceae	Angophora
97	Angophora floribunda	-	-	Gentianales	Apocynaceae	Angophora
98	Angraecum sesquipedale	-	Darwin's orchid	Asparagales	Orchidaceae	Angraecum
99	Anisodus acutangulus	-	-	Solanales	Solanaceae	Anisodus
99	Anisodus acutangulus	-	-	Solanales	Solanaceae	Anisodus
99	Anisodus acutangulus	-	-	Solanales	Solanaceae	Anisodus
100	Anisodus tanguticus	-	-	Solanales	Solanaceae	Anisodus
101	Annona cherimola	diploid	cultivar “Fino de Jete”	Magnoliales	Annonaceae	Annona
101	Annona cherimola	diploid	cherimoya	Magnoliales	Annonaceae	Annona
102	Annona glabra	diploid	improve	Magnoliales	Annonaceae	Annona
103	Annona muricata	diploid	improve	Magnoliales	Annonaceae	Annona
104	Anthoceros agrestis	-	Oxford	Anthocerotales	Anthocerotaceae	Anthoceros
104	Anthoceros agrestis	-	Bonn	Anthocerotales	Anthocerotaceae	Anthoceros
105	Anthoceros angustus	-	-	Anthocerotales	Bryoceae	Anthoceros
106	Anthoceros punctatus	-	-	Anthocerotales	Anthocerotaceae	Anthoceros
107	Antiaris toxicaria	-	Upas Tree	Rosales	Moraceae	Antiaris
107	Antiaris toxicaria	-	Upas Tree	Rosales	Moraceae	Antiaris
108	Antirrhinum hispanicum	-	AhS7S8(S7-haplotype)	Lamiales	Plantaginaceae	Antirrhinum
108	Antirrhinum hispanicum	-	AhS7S8(S8-haplotype)	Lamiales	Plantaginaceae	Antirrhinum
109	Antirrhinum linkianum	diploid	-	Lamiales	Plantaginaceae	Antirrhinum
110	Antirrhinum majus	diploid	-	Lamiales	Plantaginaceae	Antirrhinum
111	Apatococcus fuscideae (ApafusSAG2523)	-	-	Prasiolales	-	-
112	Apatococcus lobatus (ApalobSAG2145)	-	-	Prasiolales	-	-
113	Apium graveolens	-	Q2-JN11	Apiales	Apiaceae	Apium
113	Apium graveolens	-	Ventura	Apiales	Apiaceae	Apium
113	Apium graveolens	diploid	cultivar Baili	Apiales	Apiaceae	Apium
113	Apium graveolens	-	Celery	Apiales	Apiaceae	Apium
114	Apocynum hendersonii	diploid	-	Gentianales	Apocynaceae	Apocynum
115	Apocynum pictum	diploid	-	Gentianales	Apocynaceae	Apocynum
116	Apocynum venetum	diploid	-	Gentianales	Apocynaceae	Apocynum
116	Apocynum venetum	-	-	Gentianales	Apocynaceae	Apocynum
117	Apostasia ramifera	-	-	Asparagales	Orchidaceae	Apostasia
118	Apostasia shenzhenica	-	-	Asparagales	Orchidaceae	Apostasia
119	Apple  Fuji	-	-	Rosales	Rosaceae	Apple
119	Apple  Fuji	-	-	Rosales	Rosaceae	Apple
120	Apple  M9	-	-	Rosales	Rosaceae	Apple
120	Apple  M9	-	-	Rosales	Rosaceae	Apple
121	Apple MM106	-	-	Rosales	Rosaceae	Apple
121	Apple MM106	-	-	Rosales	Rosaceae	Apple
122	Aquilaria agallocha	-	-	Malvales	Thymelaeaceae	Aquilaria
123	Aquilaria sinensis	-	-	Malvales	Thymelaeaceae	Aquilaria
123	Aquilaria sinensis	-	-	Malvales	Thymelaeaceae	Aquilaria
124	Aquilaria yunnanensis	-	-	Malvales	Thymelaeaceae	Aquilaria
125	Aquilegia coerulea	diploid	-	Ranunculales	Ranunculaceae	Aquilegia
126	Aquilegia oxysepala	-	-	Ranunculales	Ranunculaceae	Aquilegia
127	Arabidopsis arenosa	-	-	Brassicales	Brassicaceae	Arabidopsis
127	Arabidopsis arenosa	tetraploid	CS3901	Brassicales	Brassicaceae	Arabidopsis
127	Arabidopsis arenosa	tetraploid	Aa4	Brassicales	Brassicaceae	Arabidopsis
128	Arabidopsis halleri	diploid	Tada mine	Brassicales	Brassicaceae	Arabidopsis
128	Arabidopsis halleri	diploid	Tada mine	Brassicales	Brassicaceae	Arabidopsis
128	Arabidopsis halleri	diploid	-	Brassicales	Brassicaceae	Arabidopsis
128	Arabidopsis halleri	diploid	-	Brassicales	Brassicaceae	Arabidopsis
129	Arabidopsis lyrata	-	subsp. lyrata MN47	Brassicales	Brassicaceae	Arabidopsis
129	Arabidopsis lyrata	-	subsp. petraea lyrpet4	Brassicales	Brassicaceae	Arabidopsis
129	Arabidopsis lyrata	diploid	11B21	Brassicales	Brassicaceae	Arabidopsis
129	Arabidopsis lyrata	diploid	11B02	Brassicales	Brassicaceae	Arabidopsis
129	Arabidopsis lyrata	tetraploid	NT1	Brassicales	Brassicaceae	Arabidopsis
129	Arabidopsis lyrata	tetraploid	MN47	Brassicales	Brassicaceae	Arabidopsis
130	Arabidopsis suecica	tetraploid	CS3900	Brassicales	Brassicaceae	Arabidopsis
130	Arabidopsis suecica	tetraploid	ASS3	Brassicales	Brassicaceae	Arabidopsis
131	Arabidopsis thaliana	diploid	Col-0	Brassicales	Brassicaceae	Arabidopsis
131	Arabidopsis thaliana	diploid	KBS-Mac-74	Brassicales	Brassicaceae	Arabidopsis
131	Arabidopsis thaliana	-	Xan-3	Brassicales	Brassicaceae	Arabidopsis
131	Arabidopsis thaliana	-	Tos-82-387	Brassicales	Brassicaceae	Arabidopsis
131	Arabidopsis thaliana	-	Sf-1	Brassicales	Brassicaceae	Arabidopsis
131	Arabidopsis thaliana	-	Mv-0	Brassicales	Brassicaceae	Arabidopsis
131	Arabidopsis thaliana	-	MNF-Pin-39	Brassicales	Brassicaceae	Arabidopsis
131	Arabidopsis thaliana	-	Marti-1	Brassicales	Brassicaceae	Arabidopsis
131	Arabidopsis thaliana	-	Kar-1	Brassicales	Brassicaceae	Arabidopsis
131	Arabidopsis thaliana	-	IP-Coa-0	Brassicales	Brassicaceae	Arabidopsis
131	Arabidopsis thaliana	-	Er-0	Brassicales	Brassicaceae	Arabidopsis
131	Arabidopsis thaliana	-	Doubravnik7	Brassicales	Brassicaceae	Arabidopsis
131	Arabidopsis thaliana	-	CYR	Brassicales	Brassicaceae	Arabidopsis
131	Arabidopsis thaliana	-	CHA-41	Brassicales	Brassicaceae	Arabidopsis
131	Arabidopsis thaliana	-	Basta-3	Brassicales	Brassicaceae	Arabidopsis
131	Arabidopsis thaliana	-	Ängsö-59-422	Brassicales	Brassicaceae	Arabidopsis
131	Arabidopsis thaliana	-	Ale-Stenar-44-4	Brassicales	Brassicaceae	Arabidopsis
131	Arabidopsis thaliana	diploid	Col-0	Brassicales	Brassicaceae	Arabidopsis
131	Arabidopsis thaliana	diploid	Col-0	Brassicales	Brassicaceae	Arabidopsis
131	Arabidopsis thaliana	diploid	Col-0	Brassicales	Brassicaceae	Arabidopsis
131	Arabidopsis thaliana	diploid	Ey15-2	Brassicales	Brassicaceae	Arabidopsis
131	Arabidopsis thaliana	diploid	Col-0	Brassicales	Brassicaceae	Arabidopsis
131	Arabidopsis thaliana	diploid	9470	Brassicales	Brassicaceae	Arabidopsis
131	Arabidopsis thaliana	diploid	9412	Brassicales	Brassicaceae	Arabidopsis
131	Arabidopsis thaliana	diploid	6024	Brassicales	Brassicaceae	Arabidopsis
131	Arabidopsis thaliana	diploid	6021	Brassicales	Brassicaceae	Arabidopsis
131	Arabidopsis thaliana	diploid	5856	Brassicales	Brassicaceae	Arabidopsis
131	Arabidopsis thaliana	diploid	1254	Brassicales	Brassicaceae	Arabidopsis
131	Arabidopsis thaliana	diploid	Yilong-0	Brassicales	Brassicaceae	Arabidopsis
131	Arabidopsis thaliana	diploid	Bor-1	Brassicales	Brassicaceae	Arabidopsis
131	Arabidopsis thaliana	diploid	Cdm-0	Brassicales	Brassicaceae	Arabidopsis
131	Arabidopsis thaliana	diploid	Got-22	Brassicales	Brassicaceae	Arabidopsis
131	Arabidopsis thaliana	diploid	Kondara	Brassicales	Brassicaceae	Arabidopsis
131	Arabidopsis thaliana	diploid	Kz-9	Brassicales	Brassicaceae	Arabidopsis
131	Arabidopsis thaliana	diploid	LL-0	Brassicales	Brassicaceae	Arabidopsis
131	Arabidopsis thaliana	diploid	Mammo-1	Brassicales	Brassicaceae	Arabidopsis
131	Arabidopsis thaliana	diploid	Ms-0	Brassicales	Brassicaceae	Arabidopsis
131	Arabidopsis thaliana	diploid	Pra-6	Brassicales	Brassicaceae	Arabidopsis
131	Arabidopsis thaliana	diploid	Pu2-23	Brassicales	Brassicaceae	Arabidopsis
131	Arabidopsis thaliana	diploid	Sij-1	Brassicales	Brassicaceae	Arabidopsis
131	Arabidopsis thaliana	diploid	Sorbo	Brassicales	Brassicaceae	Arabidopsis
131	Arabidopsis thaliana	diploid	TueSB30-3	Brassicales	Brassicaceae	Arabidopsis
131	Arabidopsis thaliana	diploid	Hs-0	Brassicales	Brassicaceae	Arabidopsis
131	Arabidopsis thaliana	diploid	LI-OF-095	Brassicales	Brassicaceae	Arabidopsis
131	Arabidopsis thaliana	diploid	Per-1	Brassicales	Brassicaceae	Arabidopsis
131	Arabidopsis thaliana	diploid	St-0	Brassicales	Brassicaceae	Arabidopsis
131	Arabidopsis thaliana	diploid	Kelsterbach-2	Brassicales	Brassicaceae	Arabidopsis
131	Arabidopsis thaliana	diploid	Nz-1	Brassicales	Brassicaceae	Arabidopsis
131	Arabidopsis thaliana	diploid	Dra-2	Brassicales	Brassicaceae	Arabidopsis
131	Arabidopsis thaliana	diploid	Belmonte-4-94	Brassicales	Brassicaceae	Arabidopsis
131	Arabidopsis thaliana	diploid	Sha / Ara-1	Brassicales	Brassicaceae	Arabidopsis
131	Arabidopsis thaliana	diploid	Sij-2	Brassicales	Brassicaceae	Arabidopsis
131	Arabidopsis thaliana	diploid	Col-0	Brassicales	Brassicaceae	Arabidopsis
131	Arabidopsis thaliana	diploid	AH-7	Brassicales	Brassicaceae	Arabidopsis
131	Arabidopsis thaliana	diploid	Tibet-0	Brassicales	Brassicaceae	Arabidopsis
131	Arabidopsis thaliana	diploid	Etna-2	Brassicales	Brassicaceae	Arabidopsis
131	Arabidopsis thaliana	diploid	Meh-0	Brassicales	Brassicaceae	Arabidopsis
131	Arabidopsis thaliana	diploid	Elk-1	Brassicales	Brassicaceae	Arabidopsis
131	Arabidopsis thaliana	diploid	Ket-10	Brassicales	Brassicaceae	Arabidopsis
131	Arabidopsis thaliana	diploid	Arb-0	Brassicales	Brassicaceae	Arabidopsis
131	Arabidopsis thaliana	-	-	Brassicales	Brassicaceae	Arabidopsis
131	Arabidopsis thaliana	diploid	-	Brassicales	Brassicaceae	Arabidopsis
131	Arabidopsis thaliana	diploid	-	Brassicales	Brassicaceae	Arabidopsis
131	Arabidopsis thaliana	diploid	-	Brassicales	Brassicaceae	Arabidopsis
131	Arabidopsis thaliana	diploid	-	Brassicales	Brassicaceae	Arabidopsis
131	Arabidopsis thaliana	diploid	-	Brassicales	Brassicaceae	Arabidopsis
131	Arabidopsis thaliana	diploid	-	Brassicales	Brassicaceae	Arabidopsis
131	Arabidopsis thaliana	diploid	-	Brassicales	Brassicaceae	Arabidopsis
131	Arabidopsis thaliana	diploid	-	Brassicales	Brassicaceae	Arabidopsis
132	Arabis alpina	diploid	Pajares	Brassicales	Brassicaceae	Arabis
132	Arabis alpina	diploid	-	Brassicales	Brassicaceae	Arabis
132	Arabis alpina	diploid	-	Brassicales	Brassicaceae	Arabis
133	Arachis duranensis	diploid	V14167	Fabales	Fabaceae	Arachis
133	Arachis duranensis	diploid	PI 475845	Fabales	Fabaceae	Arachis
133	Arachis duranensis	diploid	V14167;improved	Fabales	Fabaceae	Arachis
134	Arachis hypogaea	tetraploid	Fuhuasheng	Fabales	Fabaceae	Arachis
134	Arachis hypogaea	tetraploid	cultivar Shitouqi	Fabales	Fabaceae	Arachis
134	Arachis hypogaea	tetraploid	Tifrunner	Fabales	Fabaceae	Arachis
134	Arachis hypogaea	tetraploid	Peanut	Fabales	Fabaceae	Arachis
134	Arachis hypogaea	tetraploid	Peanut	Fabales	Fabaceae	Arachis
135	Arachis ipaensis	diploid	K30076	Fabales	Fabaceae	Arachis
135	Arachis ipaensis	diploid	ICG_8206	Fabales	Fabaceae	Arachis
135	Arachis ipaensis	diploid	K30076;improved	Fabales	Fabaceae	Arachis
136	Arachis monticola	tetraploid	-	Fabales	Fabaceae	Arachis
137	Arachis stenosperma	diploid	-	Fabales	Fabaceae	Arachis
138	Aralia elata	-	-	Apiales	Araliaceae	Aralia
138	Aralia elata	diploid	-	Apiales	Araliaceae	Aralia
138	Aralia elata	-	Yeongchun	Apiales	Araliaceae	Aralia
139	Arbutus unedo	-	-	Ericales	Ericaceae	Arbutus
140	Arctium lappa	-	-	Asterales	Asteraceae	Arctium
140	Arctium lappa	diploid	V01H0003	Asterales	Asteraceae	Arctium
141	Arctium minus	diploid	lesser burdock	Asterales	Asteraceae	Arctium
142	Arctostaphylos glauca	diploid	-	Ericales	Ericaceae	Arctostaphylos
143	Areca catechu	-	Reyan#	Arecales	Arecaceae	Areca
143	Areca catechu	-	-	Arecales	Arecaceae	Areca
144	Argania spinosa	-	-	Ericales	Sapotaceae	Argania
145	Aristolochia californica	diploid	California Pipevine	Piperales	Aristolochiaceae	Aristolochia
145	Aristolochia californica	diploid	California Pipevine	Piperales	Aristolochiaceae	Aristolochia
146	Aristolochia contorta	-	-	Piperales	Aristolochiaceae	Aristolochia
147	Aristolochia fimbriata	-	-	Piperales	Aristolochiaceae	Aristolochia
148	Aristotelia chilensis	-	-	Oxalidales	Elaeocarpaceae	Aristotelia
149	Armoracia rusticana	tetraploid	HD15	Brassicales	Brassicaceae	Armoracia
150	Artemisia annua	diploid	-	Asterales	Asteraceae	Artemisia
151	Artemisia argyi	tetraploid	Xiang Ai	Asterales	Asteraceae	Artemisia
151	Artemisia argyi	diploid	haplotype B	Asterales	Asteraceae	Artemisia
151	Artemisia argyi	diploid	haplotype A	Asterales	Asteraceae	Artemisia
151	Artemisia argyi	tetraploid	ArteW1-Tongbai	Asterales	Asteraceae	Artemisia
151	Artemisia argyi	-	-	Asterales	Asteraceae	Artemisia
152	Artemisia selengensis	diploid	-	Asterales	Asteraceae	Artemisia
153	Artemisia tridentata	diploid	-	Asterales	Asteraceae	Artemisia
153	Artemisia tridentata	-	subsp. tridentata	Asterales	Asteraceae	Artemisia
154	Artocarpu altilis	-	-	Rosales	Moraceae	Artocarpu
155	Artocarpu heterophyllus	-	-	Rosales	Moraceae	Artocarpu
156	Artocarpus camansi	diploid	-	Rosales	Moraceae	Artocarpus
157	Artocarpus heterophyllus	-	S10'	Rosales	Moraceae	Artocarpus
158	Artocarpus hirsutus	-	-	Rosales	Moraceae	Artocarpus
159	Artocarpus nanchuanensis	-	-	Rosales	Moraceae	Artocarpus
