No.species	Species	Taxonomy ID	Ploidy	Accession name	Order	Family	Clade
538	Cyamopsis tetragonoloba	3832	diploid	cultivar RGC-936	Fabales	Fabaceae	Cyamopsis
538	Cyamopsis tetragonoloba	3832	diploid	Leguminous industrial crop guar	Fabales	Fabaceae	Cyamopsis
539	Cycas panzhihuaensis	123604	diploid	PZHF03	Cycadales	Cycadaceae	Cycas
540	Cyclocarya paliurus	117167	tetraploid	-	Fagales	Juglandaceae	Cyclocarya
540	Cyclocarya paliurus	117167	tetraploid	PG-dip	Fagales	Juglandaceae	Cyclocarya
540	Cyclocarya paliurus	117167	tetraploid	PA-tetra	Fagales	Juglandaceae	Cyclocarya
540	Cyclocarya paliurus	117167	tetraploid	PA-dip	Fagales	Juglandaceae	Cyclocarya
540	Cyclocarya paliurus	117167	diploid	protandry, PA-dip	Fagales	Juglandaceae	Cyclocarya
540	Cyclocarya paliurus	117167	diploid	protogyny, PG-dip	Fagales	Juglandaceae	Cyclocarya
540	Cyclocarya paliurus	117167	tetraploid	PA-tetra	Fagales	Juglandaceae	Cyclocarya
541	Cydonia oblonga	36610	diploid	-	Rosales	Rosaceae	Cydonia
541	Cydonia oblonga	36610	diploid	clone 'Quince A	Rosales	Rosaceae	Cydonia
542	Cymbidium ensifolium	78740	diploid	-	Asparagales	Orchidaceae	Cymbidium
543	Cymbidium goeringii	112607	-	-	Asparagales	Orchidaceae	Cymbidium
544	Cymbidium mannii	1324860	-	-	Asparagales	Orchidaceae	Cymbidium
545	Cymbidium sinense	112615	diploid	-	Asparagales	Orchidaceae	Cymbidium
546	Cymbomonas tetramitiformis	36881	diploid	-	Pyramimonadales	Pyramimonadaceae	Cymbomonas
547	Cymodocea nodosa	55448	-	-	Alismatales	Cymodoceaceae	Cymodocea
548	Cynara cardunculus	4265	diploid	-	Asterales	Asteraceae	Cynara
549	Cynodon dactylon	28909	-	cultivar Yangjiang	Poales	Poaceae	Cynodon
549	Cynodon dactylon	28909	diploid	Bermudagrass	Poales	Poaceae	Cynodon
550	Cynodon transvaalensis	75728	diploid	-	Poales	Poaceae	Cynodon
551	Cyperus esculentus	1053340	-	JiYouSha NO.2	Poales	Cyperaceae	Cyperus
552	Dactylis glomerata	4509	diploid	-	Poales	Poaceae	Dactylis
553	Daemonorops jenkinsiana	-	-	-	Arecales	Arecaceae	Daemonorops
554	Dahlia pinnata	101596	tetraploid	-	Asterales	Asteraceae	Dahlia
555	Dalbergia candenatensis	1353443	diploid	-	Fabales	Fabaceae	Dalbergia
556	Dalbergia cochinchinensis	106130	diploid	Pierre ex Laness	Fagales	Fabaceae	Dalbergia
556	Dalbergia cochinchinensis	106130	-	-	Fagales	Fabaceae	Dalbergia
557	Dalbergia cultrata	862910	-	-	Fagales	Fabaceae	Dalbergia
557	Dalbergia cultrata	862910	-	-	Fagales	Fabaceae	Dalbergia
558	Dalbergia odorifera	499988	-	-	Fabales	Fabaceae	Dalbergia
559	Dalbergia oliveri	1030150	-	Gamble ex Prain	Fagales	Fabaceae	Dalbergia
560	Dalbergia sissoo	107308	diploid	-	Fagales	Fabaceae	Dalbergia
561	Dasiphora fruticosa	32239	diploid	Galsang flowers	Rosales	Rosaceae	Dasiphora
561	Dasiphora fruticosa	32239	diploid	shrubby cinquefoil	Rosales	Rosaceae	Dasiphora
562	Dasypyrum villosum	40247	diploid	91C43	Poales	Poaceae	Dasypyrum
563	Datisca glomerata	34297	-	-	Cucurbitales	Datiscaceae	Datisca
564	Datura stramonium	4076	diploid	Teotihuacán	Solanales	Solanaceae	Datura
564	Datura stramonium	4076	diploid	Ticumán	Solanales	Solanaceae	Datura
564	Datura stramonium	4076	diploid	Ticumán	Solanales	Solanaceae	Datura
564	Datura stramonium	4076	diploid	Teotihuacán	Solanales	Solanaceae	Datura
564	Datura stramonium	4076	diploid	-	Solanales	Solanaceae	Datura
564	Datura stramonium	4076	diploid	-	Solanales	Solanaceae	Datura
564	Datura stramonium	4076	diploid	ssp.  vitis-idaea	Solanales	Solanaceae	Datura
564	Datura stramonium	4076	-	Mexican toloache	Solanales	Solanaceae	Datura
565	Datura wrightii	434267	diploid	-	Solanales	Solanaceae	Datura
566	Daucus carota	4039	diploid	DH1	Apiales	Apiaceae	Daucus
566	Daucus carota	4039	diploid	DC-27	Apiales	Apiaceae	Daucus
566	Daucus carota	4039	diploid	Kurodagosun	Apiales	Apiaceae	Daucus
566	Daucus carota	4039	-	Carrot	Apiales	Apiaceae	Daucus
567	Davidia involucrata	16924	-	-	Cornales	Nyssaceae	Davidia
568	Deinandra increscens	425869	-	-	Asterales	Asteraceae	Deinandra
569	Delonix regia	72433	diploid	flame tree	Fabales	Fabaceae	Delonix
570	Dendrobium catenatum	906689	diploid	-	Asparagales	Orchidaceae	Dendrobium
571	Dendrobium chrysotoxum	161865	diploid	-	Asparagales	Orchidaceae	Dendrobium
572	Dendrobium loddigesii	117954	-	-	Asparagales	Orchidaceae	Dendrobium
573	Dendrobium nobile	94219	diploid	-	Asparagales	Orchidaceae	Dendrobium
574	Dendrobium officinale	142615	-	-	Asparagales	Orchidaceae	Dendrobium
574	Dendrobium officinale	142615	-	Niu2020( v.3.0);improved	Asparagales	Orchidaceae	Dendrobium
574	Dendrobium officinale	142615	-	-	Asparagales	Orchidaceae	Dendrobium
575	Dendrocalamus brandisii	280849	hexaploid	-	Poales	Poaceae	Dendrocalamus
576	Dendrocalamus latiflorus	257763	hexaploid	-	Poales	Poaceae	Dendrocalamus
577	Dendrocalamus sinicus	338490	-	-	Poales	Poaceae	Dendrocalamus
578	Desmodesmus armatus	375941	diploid	-	Sphaeropleales	Scenedesmaceae	Desmodesmus
579	Dianthus caryophyllus	3570	-	-	Caryophyllales	Caryophyllaceae	Dianthus
579	Dianthus caryophyllus	3570	diploid	Aili(haplotype 1)	Caryophyllales	Caryophyllaceae	Dianthus
579	Dianthus caryophyllus	3570	diploid	Aili(haplotype 2)	Caryophyllales	Caryophyllaceae	Dianthus
579	Dianthus caryophyllus	3570	diploid	Baltico(haplotype 1)	Caryophyllales	Caryophyllaceae	Dianthus
579	Dianthus caryophyllus	3570	diploid	Baltico(haplotype 2)	Caryophyllales	Caryophyllaceae	Dianthus
580	Dichanthelium oligosanthes	888268	diploid	-	Poales	Poaceae	Dichanthelium
581	Dicorynia guianensis	162748	-	-	Fabales	Fabaceae	Dicorynia
582	Dicranostigma leptopodum	56851	-	-	Ranunculales	Papaveraceae	Dicranostigma
583	Digitaria exilis	1010633	tetraploid	-	Poales	Poaceae	Digitaria
583	Digitaria exilis	1010633	tetraploid	-	Poales	Poaceae	Digitaria
583	Digitaria exilis	1010633	tetraploid	-	Poales	Poaceae	Digitaria
584	Digitaria radicosa	158096	diploid	Timorese crabgrass	Poales	Poaceae	Digitaria
585	Dimocarpus longan	128017	diploid	-	Sapindales	Sapindaceae	Dimocarpus
585	Dimocarpus longan	128017	diploid	cultivar JDB	Sapindales	Sapindaceae	Dimocarpus
586	Dionaea muscipula	4362	-	-	Caryophyllales	Droseraceae	Dionaea
587	Dioscorea alata	55571	-	-	Dioscoreales	Dioscoreaceae	Dioscorea
587	Dioscorea alata	55571	-	TDa95/00328	Dioscoreales	Dioscoreaceae	Dioscorea
588	Dioscorea dumetorum	167584	-	-	Dioscoreales	Dioscoreaceae	Dioscorea
589	Dioscorea rotundata	-	diploid	-	Dioscoreales	Dioscoreaceae	Dioscorea
590	Dioscorea zingiberensis	325984	-	-	Dioscoreales	Dioscoreaceae	Dioscorea
590	Dioscorea zingiberensis	325984	-	-	Dioscoreales	Dioscoreaceae	Dioscorea
591	Diospyros kaki	35925	hexaploid	Xiaoguotianshi	Ericales	Ebenaceae	Diospyros
591	Diospyros kaki	35925	hexaploid	-	Ericales	Ebenaceae	Diospyros
592	Diospyros lotus	55363	-	-	Ericales	Ebenaceae	Diospyros
593	Diospyros oleifera	227308	diploid	Youshi	Ericales	Ebenaceae	Diospyros
593	Diospyros oleifera	227308	diploid	-	Ericales	Ebenaceae	Diospyros
594	Diphasiastrum complanatum	34168	diploid	-	Lycopodiales	Lycopodiaceae	Diphasiastrum
595	Diplotaxis acris	402674	diploid	KEW554488	Brassicales	Brassiceae	Diplotaxis
596	Diplotaxis erucoides	3732	diploid	De-2017S-2-00000	Brassicales	Brassiceae	Diplotaxis
597	Diplotaxis harra	308281	tetraploid	KEW92793	Brassicales	Brassiceae	Diplotaxis
598	Diplotaxis muralis	360583	tetraploid	Dm-2017S-3-00032	Brassicales	Brassiceae	Diplotaxis
599	Diplotaxis tenuifolia	264416	-	-	Brassicales	Brassicaceae	Diplotaxis
599	Diplotaxis tenuifolia	264416	diploid	Dt-2017S-2-00028	Brassicales	Brassiceae	Diplotaxis
600	Diplotaxis tenuisiliqua	402670	diploid	DIPLO10	Brassicales	Brassiceae	Diplotaxis
601	Diplotaxis viminea	308284	diploid	SGB31066	Brassicales	Brassiceae	Diplotaxis
602	Dipterocarpus alatus	340438	-	-	Malvales	Dipterocarpaceae	Dipterocarpus
603	Dipterocarpus gracilis	2823388	-	-	Malvales	Dipterocarpaceae	Dipterocarpus
604	Dipterocarpus intricatus	340442	-	-	Malvales	Dipterocarpaceae	Dipterocarpus
605	Dipterocarpus turbinatus	340444	-	HCNGB_00001637	Malvales	Dipterocarpaceae	Dipterocarpus
605	Dipterocarpus turbinatus	340444	diploid	-	Malvales	Dipterocarpeae	Dipterocarpus
606	Dipterocarpus zeylanicus	365539	-	-	Malvales	Dipterocarpaceae	Dipterocarpus
607	Dipteronia dyeriana	168575	diploid	-	Sapindales	Sapindaceae	Dipteronia
608	Dipteronia sinensis	43782	diploid	-	Sapindales	Sapindaceae	Dipteronia
609	Dittrichia graveolens	1532790	diploid	-	Asterales	Asteraceae	Dittrichia
610	Docynia delavayi	-	diploid	-	Rosales	Rosaceae	Docynia
611	Draba incana	311941	tetraploid	Hoary Whitlowgrass	Brassicales	Brassicaceae	Draba
612	Draba nivalis	171823	diploid	-	Brassicales	Brassicaceae	Draba
613	Dracaena cambodiana	580341	-	-	Asparagales	Asparagaceae	Dracaena
613	Dracaena cambodiana	580341	diploid	-	Asparagales	Asparagaceae	Dracaena
613	Dracaena cambodiana	580341	diploid	-	Asparagales	Asparagaceae	Dracaena
614	Dracaena cochinchinensis	593754	-	-	Asparagales	Asparagaceae	Dracaena
615	Drepanocaryum sewerzowii	392624	-	-	Lamiales	Lamiaceae	Drepanocaryum
616	Drosera capensis	4366	tetraploid	-	Caryophyllales	Droseraceae	Drosera
617	Drosera spatulata	16681	-	-	Caryophyllales	Droseraceae	Drosera
618	Dryas drummondii	48231	-	-	Rosales	Rosaceae	Dryas
619	Duabanga grandiflora	122808	diploid	-	Myrtales	Lythraceae	Duabanga
620	Dunaliella salina	3046	-	-	Chlamydomonadales	Dunaliellaceae	Dunaliella
621	Durio zibethinus	66656	-	-	Malvales	Malvaceae	Durio
621	Durio zibethinus	66656	-	Puangmanee (PM)	Malvales	Malvaceae	Durio
621	Durio zibethinus	66656	-	Monthong (MT)	Malvales	Malvaceae	Durio
621	Durio zibethinus	66656	-	Kradumthong (KD)	Malvales	Malvaceae	Durio
621	Durio zibethinus	66656	hexaploid	Durian	Malvales	Malvaceae	Durio
622	Echinochloa colona	90396	hexaploid	PI463783	Poales	Poaceae	Echinochloa
623	Echinochloa crus-galli	90397	hexaploid	-	Poales	Poaceae	Echinochloa
623	Echinochloa crus-galli	90397	-	update	Poales	Poaceae	Echinochloa
623	Echinochloa crus-galli	90397	hexaploid	STB08	Poales	Poaceae	Echinochloa
624	Echinochloa haploclada	502763	-	-	Poales	Poaceae	Echinochloa
625	Echinochloa oryzicola	338574	-	-	Poales	Poaceae	Echinochloa
625	Echinochloa oryzicola	338574	tetraploid	ZJU2	Poales	Poaceae	Echinochloa
626	Echium plantagineum	113446	diploid	-	Boraginales	Boraginaceae	Echium
627	Edaphochlamys debaryana	47281	-	-	Chlamydomonadales	Chlamydomonadales	Edaphochlamys
628	Ehretia macrophylla	163083	diploid	wild loquat	Boraginales	Boraginaceae	Ehretia
628	Ehretia macrophylla	163083	diploid	wild loquat	Boraginales	Boraginaceae	Ehretia
629	Elaeagnus angustifolia	36777	-	-	Rosales	Elaeagnaceae	Elaeagnus
630	Elaeagnus mollis	1642857	-	-	Rosales	Elaeagnaceae	Elaeagnus
631	Elaeis guineensis	51953	diploid	AVROS;P5-build	Arecales	Arecaceae	Elaeis
631	Elaeis guineensis	51953	diploid	update	Arecales	Arecaceae	Elaeis
631	Elaeis guineensis	51953	-	-	Arecales	Arecaceae	Elaeis
631	Elaeis guineensis	51953	diploid	-	Arecales	Arecaceae	Elaeis
632	Elaeis oleifera	80265	-	-	Arecales	Arecaceae	Elaeis
632	Elaeis oleifera	80265	diploid	-	Arecales	Arecaceae	Elaeis
633	Eleocharis dulcis	110284	tetraploid	Chinese water chestnut	Poales	Cyperaceae	Eleocharis
634	Eleocharis vivipara	63338	tetraploid	-	Poales	Fabaceae	Eleocharis
635	Elettaria cardamomum	105181	tetraploid	Njallani Green Gold	Zingiberales	Zingiberaceae	Elettaria
636	Eleusine coracana	4511	tetraploid	-	Poales	Poaceae	Eleusine
636	Eleusine coracana	4511	tetraploid	subsp. coracana KNE 796	Poales	Poaceae	Eleusine
637	Eleusine indica	29674	diploid	-	Poales	Poaceae	Eleusine
638	Elliptochloris bilobata (EllbilSAG24580)	-	-	-	Chlorellales	-	-
639	Elymus sibiricus	52830	tetraploid	Siberian wild rye	Poales	Poaceae	Elymus
640	Embelia ribes	459629	-	-	Ericales	Primulaceae	Embelia
641	Engelhardia roxburghiana	139932	-	-	Fagales	Juglandaceae	Engelhardia
642	Ensete glaucum	482298	-	No. 19990288	Zingiberales	Musaceae	Ensete
643	Ensete ventricosum	4639	diploid	-	Zingiberales	Musaceae	Ensete
644	Entada phaseoloides	489316	-	-	Fabales	Fabaceae	Entada
645	Entodon seductrix	105143	-	-	Hypnales	Entodontaceae	Entodon
646	Epimedium pubescens	153729	diploid	-	Ranunculales	Berberidaceae	Epimedium
647	Eragrostis curvula	38414	diploid	-	Poales	Poaceae	Eragrostis
648	Eragrostis nindensis	1262659	-	-	Poales	Poaceae	Eragrostis
649	Eragrostis tef	110835	tetraploid	DZ-Cr-37	Poales	Poaceae	Eragrostis
649	Eragrostis tef	110835	tetraploid	Dabbi	Poales	Poaceae	Eragrostis
650	Eremochloa ophiuroides	866555	diploid	Ganbei	Poales	Poaceae	Eremochloa
651	Erianthus fulvus	-	-	ZM13	Poales	Poaceae	Erianthus
651	Erianthus fulvus	-	-	-	Poales	Poaceae	Erianthus
652	Erianthus rufpilus	-	-	Yunnan2009-3	Poales	Poaceae	Erianthus
653	Erigeron breviscapus	244311	-	-	Asterales	Asteraceae	Erigeron
654	Erigeron canadensis	72917	-	-	Asterales	Asteraceae	Erigeron
654	Erigeron canadensis	72917	-	-	Asterales	Asteraceae	Erigeron
655	Eriobotrya japonica	32224	diploid	-	Rosales	Rosaceae	Eriobotrya
655	Eriobotrya japonica	32224	diploid	Jiefangzhong	Rosales	Rosaceae	Eriobotrya
655	Eriobotrya japonica	32224	diploid	Big Five-pointed Star	Rosales	Rosaceae	Eriobotrya
655	Eriobotrya japonica	32224	diploid	Guiye-23 (GZ-23)	Rosales	Rosaceae	Eriobotrya
656	Eruca sativa	-	diploid	-	Brassicales	Brassicaceae	Eruca
656	Eruca sativa	-	diploid	Es-2017S-2-00038	Brassicales	Brassiceae	Eruca
657	Erucastrum elatum	1078598	-	-	Brassicales	Brassicaceae	Erucastrum
658	Erysimum cheiranthoides	330168	-	-	Brassicales	Brassicaceae	Erysimum
659	Erysimum cheiri	71232	-	-	Brassicales	Brassicaceae	Erysimum
660	Erysimum pusillum	1492262	-	-	Brassicales	Brassicaceae	Erysimum
661	Erythroxylum novogranatense	1862640	-	-	Malpighiales	Erythroxylaceae	Erythroxylum
662	Escallonia herrerae	1293975	-	UCBG64.0493	Saxifragales	Campanulidae	Escallonia
663	Escallonia rubra	112253	-	UCBG92.1500	Saxifragales	Campanulidae	Escallonia
664	Eschscholzia californica	3467	diploid	-	Ranunculales	Papaveraceae	Eschscholzia
665	Eucalyptus albens	183809	-	-	Myrtales	Myrtaceae	Eucalyptus
665	Eucalyptus albens	183809	diploid	-	Myrtales	Myrtaceae	Eucalyptus
666	Eucalyptus albensa	-	-	-	Myrtales	Myrtaceae	Eucalyptus
667	Eucalyptus ANBG9806169	-	-	-	Myrtales	Myrtaceae	Eucalyptus
668	Eucalyptus brandiana	2654256	-	-	Myrtales	Myrtaceae	Eucalyptus
668	Eucalyptus brandiana	2654256	-	-	Myrtales	Myrtaceae	Eucalyptus
669	Eucalyptus caleyi	1711195	-	-	Myrtales	Myrtaceae	Eucalyptus
669	Eucalyptus caleyi	1711195	-	-	Myrtales	Myrtaceae	Eucalyptus
670	Eucalyptus camaldulensis	34316	diploid	CPT1	Myrtales	Myrtaceae	Eucalyptus
670	Eucalyptus camaldulensis	34316	-	-	Myrtales	Myrtaceae	Eucalyptus
671	Eucalyptus cladocalyx	452569	-	-	Myrtales	Myrtaceae	Eucalyptus
672	Eucalyptus cloeziana	34320	-	-	Myrtales	Myrtaceae	Eucalyptus
672	Eucalyptus cloeziana	34320	-	-	Myrtales	Myrtaceae	Eucalyptus
673	Eucalyptus coolabah	881201	-	-	Myrtales	Myrtaceae	Eucalyptus
673	Eucalyptus coolabah	881201	-	-	Myrtales	Myrtaceae	Eucalyptus
674	Eucalyptus curtisii	34319	-	-	Myrtales	Myrtaceae	Eucalyptus
675	Eucalyptus dawsonii	1711249	-	-	Myrtales	Myrtaceae	Eucalyptus
675	Eucalyptus dawsonii	1711249	-	-	Myrtales	Myrtaceae	Eucalyptus
676	Eucalyptus decipiens	1711251	-	-	Myrtales	Myrtaceae	Eucalyptus
676	Eucalyptus decipiens	1711251	-	-	Myrtales	Myrtaceae	Eucalyptus
677	Eucalyptus erythrocorys	34314	-	-	Myrtales	Myrtaceae	Eucalyptus
678	Eucalyptus fibrosa	1711299	-	-	Myrtales	Myrtaceae	Eucalyptus
679	Eucalyptus globulus	34317	diploid	-	Myrtales	Myrtaceae	Eucalyptus
680	Eucalyptus grandis	71139	diploid	-	Myrtales	Myrtaceae	Eucalyptus
680	Eucalyptus grandis	71139	-	-	Myrtales	Myrtaceae	Eucalyptus
681	Eucalyptus guilfoylei	183827	-	-	Myrtales	Myrtaceae	Eucalyptus
681	Eucalyptus guilfoylei	183827	-	-	Myrtales	Myrtaceae	Eucalyptus
682	Eucalyptus lansdowneana	87673	-	-	Myrtales	Myrtaceae	Eucalyptus
683	Eucalyptus leucophloia	183832	-	-	Myrtales	Myrtaceae	Eucalyptus
684	Eucalyptus marginata	183836	-	-	Myrtales	Myrtaceae	Eucalyptus
684	Eucalyptus marginata	183836	-	-	Myrtales	Myrtaceae	Eucalyptus
685	Eucalyptus melliodora	183838	diploid	-	Myrtales	Myrtaceae	Eucalyptus
686	Eucalyptus melliodora × Eucalyptus sideroxylon	-	-	-	Myrtales	Myrtaceae	Eucalyptus
687	Eucalyptus melliodoraa	-	-	-	Myrtales	Myrtaceae	Eucalyptus
688	Eucalyptus microcorys	34315	-	-	Myrtales	Myrtaceae	Eucalyptus
688	Eucalyptus microcorys	34315	-	-	Myrtales	Myrtaceae	Eucalyptus
689	Eucalyptus paniculata	627157	-	-	Myrtales	Myrtaceae	Eucalyptus
690	Eucalyptus pauciflora	87676	diploid	-	Myrtales	Myrtaceae	Eucalyptus
690	Eucalyptus pauciflora	87676	-	-	Myrtales	Myrtaceae	Eucalyptus
691	Eucalyptus polyanthemos	183847	-	-	Myrtales	Myrtaceae	Eucalyptus
692	Eucalyptus pumila	452574	-	-	Myrtales	Myrtaceae	Eucalyptus
692	Eucalyptus pumila	452574	-	-	Myrtales	Myrtaceae	Eucalyptus
693	Eucalyptus regnans	87681	-	-	Myrtales	Myrtaceae	Eucalyptus
693	Eucalyptus regnans	87681	diploid	Mountain Ash	Myrtales	Myrtaceae	Eucalyptus
693	Eucalyptus regnans	87681	diploid	Mountain Ash	Myrtales	Myrtaceae	Eucalyptus
693	Eucalyptus regnans	87681	-	-	Myrtales	Myrtaceae	Eucalyptus
694	Eucalyptus salubris	1711522	-	-	Myrtales	Myrtaceae	Eucalyptus
695	Eucalyptus shirleyi	1234624	-	-	Myrtales	Myrtaceae	Eucalyptus
696	Eucalyptus sideroxylon	1541731	-	-	Myrtales	Myrtaceae	Eucalyptus
696	Eucalyptus sideroxylon	1541731	diploid	-	Myrtales	Myrtaceae	Eucalyptus
697	Eucalyptus sideroxylona	-	-	-	Myrtales	Myrtaceae	Eucalyptus
698	Eucalyptus tenuipes	183854	-	-	Myrtales	Myrtaceae	Eucalyptus
698	Eucalyptus tenuipes	183854	-	-	Myrtales	Myrtaceae	Eucalyptus
699	Eucalyptus urophylla x Eucalyptus grandis	765255	-	-	Myrtales	Myrtaceae	Eucalyptus
700	Eucalyptus victrix	1230916	-	-	Myrtales	Myrtaceae	Eucalyptus
700	Eucalyptus victrix	1230916	-	-	Myrtales	Myrtaceae	Eucalyptus
701	Eucalyptus viminalis	155764	-	-	Myrtales	Myrtaceae	Eucalyptus
701	Eucalyptus viminalis	155764	-	-	Myrtales	Myrtaceae	Eucalyptus
702	Eucalyptus virginea	2654258	-	-	Myrtales	Myrtaceae	Eucalyptus
703	Eucalyptusglobulus	-	-	-	Myrtales	Myrtaceae	Eucalyptus
704	Euclidium syriacum	345537	diploid	-	Brassicales	Brassicaceae	Euclidium
705	Eucommia ulmoides	4392	diploid	-	Garryales	Eucommiaceae	Eucommia
705	Eucommia ulmoides	4392	diploid	update	Garryales	Eucommiaceae	Eucommia
705	Eucommia ulmoides	4392	diploid	Huazhong No. 8';female	Garryales	Eucommiaceae	Eucommia
705	Eucommia ulmoides	4392	diploid	Huazhong No. 6';male	Garryales	Eucommiaceae	Eucommia
706	Eudorina sp.	51699	-	male	Chlamydomonadales	Volvocaceae	Eudorina
706	Eudorina sp.	51699	-	female	Chlamydomonadales	Volvocaceae	Eudorina
707	Euphorbia lathyris	212925	diploid	-	Malpighiales	Euphorbiaceae	Euphorbia
708	Euphorbia peplus	38846	diploid	Bao AB001	Malpighiales	Euphorbiaceae	Euphorbia
709	Euphorbia tirucalli	142860	tetraploid	-	Malpighiales	Euphorbiaceae	Euphorbia
710	Euphrasia confusa Pugsley	-	tetraploid	Confused Eyebright	Lamiales	Orobanchaceae	Euphrasia
711	Euptelea pleiosperma	106141	-	-	Ranunculales	Eupteleaceae	Euptelea
712	Euryale ferox	4414	-	-	Nymphaeales	Nymphaeaceae	Euryale
713	Euryodendron excelsum	194712	diploid	-	Ericales	Pentaphylacaceae	Euryodendron
713	Euryodendron excelsum	194712	haploid	-	Ericales	Theaceae; Pentaphylacaceae	Euryodendron
714	Euscaphis japonica	210332	diploid	-	Crossosomatales	Staphyleaceae	Euscaphis
715	Eustoma grandiflorum	-	hexaploid	-	Gentianales	Gentianaceae	Eustoma
715	Eustoma grandiflorum	-	diploid	10B-620	Gentianales	Gentianaceae	Eustoma
716	Eutrema heterophyllum	347889	diploid	-	Brassicales	Brassicaceae	Eutrema
717	Eutrema japonicum	75806	tetraploid	Mazuma(haplotype1)	Brassicales	Brassiceae	Eutrema
717	Eutrema japonicum	75806	tetraploid	Mazuma(haplotype2)	Brassicales	Brassiceae	Eutrema
717	Eutrema japonicum	75806	tetraploid	Wasabi	Brassicales	Brassicaceae	Eutrema
718	Eutrema salsugineum	72664	-	EsaV3;improved	Brassicales	Brassicaceae	Eutrema
719	Eutrema yunnanense	347893	diploid	-	Brassicales	Brassicaceae	Eutrema
720	Excoecaria agallocha	241838	-	-	Malpighiales	Euphorbiaceae	Excoecaria
720	Excoecaria agallocha	241838	diploid	milky mangrove	Malpighiales	Euphorbiaceae	Excoecaria
721	Fagopyrum cymosum	62329	diploid	-	Caryophyllales	Polygonaceae	Fagopyrum
722	Fagopyrum esculentum	3617	diploid	Strain: BC1F6	Caryophyllales	Polygonaceae	Fagopyrum
722	Fagopyrum esculentum	3617	-	Cultivar Dasha	Caryophyllales	Polygonaceae	Fagopyrum
722	Fagopyrum esculentum	3617	diploid	Pintian4	Caryophyllales	Polygonaceae	Fagopyrum
722	Fagopyrum esculentum	3617	-	Xinong9976 (haplotype 2)	Caryophyllales	Polygonaceae	Fagopyrum
722	Fagopyrum esculentum	3617	-	Xinong9976 (haplotype 1)	Caryophyllales	Polygonaceae	Fagopyrum
722	Fagopyrum esculentum	3617	diploid	PL4	Caryophyllales	Polygonaceae	Fagopyrum
723	Fagopyrum homotropicum	85475	diploid	-	Caryophyllales	Polygonaceae	Fagopyrum
724	Fagopyrum tataricum	62330	diploid	-	Caryophyllales	Polygonaceae	Fagopyrum
724	Fagopyrum tataricum	62330	diploid	Qianku3 (haplotype 2)	Caryophyllales	Polygonaceae	Fagopyrum
724	Fagopyrum tataricum	62330	diploid	Qianku3 (haplotype 1)	Caryophyllales	Polygonaceae	Fagopyrum
725	Fagus crenata	28929	-	-	Fagales	Fagaceae	Fagus
726	Fagus sylvatica	28930	diploid	-	Fagales	Fagaceae	Fagus
726	Fagus sylvatica	28930	diploid	-	Fagales	Fagaceae	Fagus
727	Faidherbia albida	138055	-	-	Fabales	Fabaceae	Faidherbia
728	Fallopia multiflora	-	diploid	wild	Caryophyllales	Polygonaceae	Fallopia
728	Fallopia multiflora	-	diploid	Heshouwu	Caryophyllales	Polygonaceae	Fallopia
729	Fallopia multiflora var. angulata	-	diploid	-	Caryophyllales	Polygonaceae	Fallopia
730	Festuca trachyphyila	-	-	Hard fescue	Poales	Poaceae	Festuca
731	Ficus benghalensis	309271	diploid	-	Rosales	Moraceae	Ficus
732	Ficus carica	3494	diploid	Horaishi	Rosales	Moraceae	Ficus
732	Ficus carica	3494	diploid	Dottato	Rosales	Moraceae	Ficus
733	Ficus erecta	66383	diploid	haplotype	Rosales	Moraceae	Ficus
734	Ficus hirta	309429	-	-	Rosales	Moraceae	Ficus
735	Ficus hispida	462830	-	-	Rosales	Moraceae	Ficus
735	Ficus hispida	462830	diploid	-	Rosales	Moraceae	Ficus
736	Ficus microcarpa	66385	-	-	Rosales	Moraceae	Ficus
737	Ficus religiosa	66387	diploid	-	Rosales	Moraceae	Ficus
738	Ficus sp.	-	-	-	Rosales	Moraceae	Ficus
739	Firmiana hainanensis	2954124	diploid	-	Malvales	Malvaceae	Firmiana
740	Firmiana kwangsiensis	1863013	diploid	-	Malvales	Malvaceae	Firmiana
741	Flueggea virosa	283121	diploid	Bai-Fan-Shu	Malpighiales	Phyllanthaceae	Flueggea
741	Flueggea virosa	283121	diploid	Bai-Fan-Shu	Malpighiales	Phyllanthaceae	Flueggea
742	Foeniculum vulgare	-	diploid	-	Apiales	Apiaceae	Foeniculum
743	Fokienia hodginsii	-	-	-	Cupressales	Cupressaceae	Fokienia
744	Fontinalis antipyretica	67435	-	-	Hypnales	Fontinalaceae	Fontinalis
745	Forsythia ovata	205694	-	-	Lamiales	Oleaceae	Forsythia
746	Forsythia suspensa	126418	-	-	Lamiales	Oleaceae	Forsythia
746	Forsythia suspensa	126418	diploid	-	Lamiales	Oleaceae	Forsythia
747	Fragaria chiloensis	101007	octoploid	GP33	Rosales	Rosaceae	Fragaria
747	Fragaria chiloensis	101007	octoploid	haplotype 1	Rosales	Rosaceae	Fragaria
748	Fragaria chiloensis	101007	octoploid	haplotype 2	Rosales	Rosaceae	Fragaria
748	Fragaria daltoniana	101010	diploid	-	Rosales	Rosaceae	Fragaria
748	Fragaria iinumae	64939	-	FII_r1.1	Rosales	Rosaceae	Fragaria
749	Fragaria iinumae	64939	octoploid	-	Rosales	Rosaceae	Fragaria
750	Fragaria mandshurica	538574	diploid	-	Rosales	Rosaceae	Fragaria
